26.8599112,75.8175625,12:22:25 AM,2017-11-1
26.8599057,75.8175613,12:22:26 AM,2017-11-1
26.8598888,75.8175652,12:22:27 AM,2017-11-1
26.8599232,75.8175916,12:22:32 AM,2017-11-1
26.8599088,75.8176022,12:22:34 AM,2017-11-1
26.8654262,75.8110854,3:37:55 PM,2017-11-1
26.8654262,75.8110854,3:38:58 PM,2017-11-1
26.8621467,75.8108050,9:59:13 AM,2017-11-9
26.8620117,75.8107200,9:59:15 AM,2017-11-9
26.8620183,75.8105783,9:59:17 AM,2017-11-9
26.8621100,75.8103850,9:59:21 AM,2017-11-9
26.8620417,75.8102950,9:59:25 AM,2017-11-9
26.8620967,75.8101750,9:59:27 AM,2017-11-9
26.8621817,75.8101033,9:59:29 AM,2017-11-9
26.8622767,75.8102183,9:59:37 AM,2017-11-9
26.8623967,75.8103267,9:59:45 AM,2017-11-9
26.8624033,75.8105100,10:00:01 AM,2017-11-9
26.8624233,75.8107200,10:00:05 AM,2017-11-9
26.8624750,75.8108417,10:00:07 AM,2017-11-9
26.8625767,75.8109400,10:00:09 AM,2017-11-9
